system,timestamp,field,value
comms,2025-12-12T03:25:20.602749,latency_ms,26.970618641915987
comms,2025-12-12T03:25:19.602757,channel_state,GREEN
comms,2025-12-12T03:25:19.602757,latency_ms,51.93013907177957
comms,2025-12-12T03:25:18.602764,channel_state,AMBER
comms,2025-12-12T03:25:18.602764,latency_ms,46.07953231951206
comms,2025-12-12T03:25:17.602772,channel_state,GREEN
comms,2025-12-12T03:25:17.602772,latency_ms,65.4714484055198
comms,2025-12-12T03:25:16.602779,channel_state,GREEN
comms,2025-12-12T03:25:16.602779,latency_ms,78.26196235438006
comms,2025-12-12T03:25:15.602787,channel_state,GREEN
comms,2025-12-12T03:25:15.602787,latency_ms,29.10600689260565
comms,2025-12-12T03:25:14.602795,channel_state,AMBER
comms,2025-12-12T03:25:14.602795,latency_ms,44.364862460075784
comms,2025-12-12T03:25:13.602802,channel_state,GREEN
comms,2025-12-12T03:25:13.602802,latency_ms,43.85156807464036
comms,2025-12-12T03:25:12.602810,channel_state,GREEN
comms,2025-12-12T03:25:12.602810,latency_ms,46.632971178580995
comms,2025-12-12T03:25:11.602817,channel_state,GREEN
comms,2025-12-12T03:25:11.602817,latency_ms,76.47139766681316
comms,2025-12-12T03:25:10.602825,channel_state,GREEN
comms,2025-12-12T03:25:10.602825,latency_ms,78.54742746016255
comms,2025-12-12T03:25:09.602833,channel_state,GREEN
comms,2025-12-12T03:25:09.602833,latency_ms,50.42435657899996
comms,2025-12-12T03:25:08.602840,channel_state,GREEN
comms,2025-12-12T03:25:08.602840,latency_ms,66.94776711894713
comms,2025-12-12T03:25:07.602849,channel_state,GREEN
comms,2025-12-12T03:25:07.602849,latency_ms,71.29607995348535
