id,Seismic_Mag,Radiation_uSv,Comms_State,AOI_Hit
144,5.44,6.79,Normal,True
145,2.28,7.1,Down,True
146,1.38,3.51,Normal,False
147,3.09,6.71,Burst,True
148,5.96,7.26,Normal,True
149,2.31,0.06,Silence,True
150,1.77,4.14,Normal,True
151,3.53,1.75,Normal,False
152,5.27,7.86,Burst,False
153,5.73,1.82,Down,True
154,4.24,7.69,Burst,True
155,4.85,9.78,Normal,False
156,3.88,5.98,Down,True
157,3.29,6.35,Burst,True
158,2.93,0.9,Down,True
159,3.62,5.95,Down,True
160,1.58,7.96,Normal,True
161,5.41,0.56,Normal,True
162,5.84,0.03,Normal,True
163,4.95,5.46,Down,False
164,0.82,9.29,Burst,False
165,4.79,1.28,Silence,True
166,5.07,0.6,Down,True
167,2.65,8.05,Burst,True
168,0.54,5.57,Burst,False
169,4.75,7.31,Normal,False
170,5.74,4.14,Down,True
171,3.18,2.56,Burst,True
172,0.43,4.55,Down,True
173,5.98,9.24,Down,False
174,0.59,2.76,Normal,False
175,1.24,7.06,Burst,False
176,4.58,8.94,Burst,True
177,3.83,6.79,Normal,True
178,1.15,9.41,Down,True
179,1.65,9.36,Silence,False
180,0.42,0.55,Down,False
181,3.64,6.16,Down,True
182,3.17,0.18,Down,True
183,3.53,4.63,Silence,True
184,4.62,4.75,Normal,False
185,3.18,1.12,Silence,False
186,2.09,2.43,Normal,True
187,0.89,4.46,Burst,True
188,2.39,1.46,Silence,True
189,1.41,0.98,Normal,True
190,0.62,3.66,Normal,False
191,5.95,3.45,Burst,False
192,1.68,3.57,Burst,True
193,4.82,0.6,Silence,False
194,1.77,9.41,Normal,True
195,4.94,6.91,Silence,True
196,2.21,7.83,Normal,False
197,3.52,3.41,Burst,False
198,0.59,9.59,Silence,True
199,2.38,2.77,Silence,False
200,1.6,3.95,Down,False
201,0.74,8.13,Silence,False
202,0.67,2.24,Burst,True
203,5.23,6.25,Burst,False
204,3.76,9.54,Down,True
205,2.05,3.92,Silence,False
206,5.17,1.8,Silence,False
207,4.27,7.17,Burst,False
208,2.65,4.55,Burst,True
209,3.03,9.25,Normal,True
210,4.04,3.86,Silence,False
211,5.33,4.08,Normal,True
212,4.51,4.55,Normal,True
213,1.76,9.45,Silence,False
214,1.4,8.7,Burst,True
215,0.24,6.45,Normal,False
216,5.37,6.45,Silence,False
217,5.38,3.76,Down,False
218,0.79,6.83,Burst,True
219,2.14,4.66,Burst,False
220,0.17,4.86,Silence,True
221,5.66,6.75,Down,True
222,5.1,9.44,Down,True
223,0.88,8.72,Burst,True
224,4.88,2.76,Down,True
225,0.48,5.59,Down,False
226,1.73,9.71,Burst,False
227,1.84,4.42,Burst,True
228,3.34,2.54,Burst,True
229,4.13,5.53,Normal,True
230,2.11,6.04,Down,False
231,5.54,2.82,Down,False
232,5.37,5.54,Silence,False
233,5.69,5.54,Normal,True
234,5.01,7.12,Burst,True
235,1.39,4.23,Burst,True
236,0.06,6.69,Burst,False
237,5.12,0.08,Burst,False
238,0.06,5.65,Normal,True
239,3.14,4.98,Down,False
240,3.86,2.05,Silence,False
241,2.08,1.25,Normal,True
242,1.65,3.22,Down,True
243,2.86,7.4,Down,True
244,1.05,3.61,Normal,True
245,0.18,7.62,Down,True
246,0.82,8.95,Normal,True
247,3.31,7.4,Silence,True
248,4.14,7.87,Normal,True
249,2.49,9.36,Down,False
250,4.63,9.54,Burst,True
251,2.48,8.69,Burst,False
252,4.75,2.0,Silence,False
253,4.14,9.34,Silence,True
254,0.75,8.55,Burst,True
255,1.41,8.4,Normal,False
256,3.7,4.13,Silence,False
257,0.72,0.28,Down,True
258,0.24,4.97,Normal,True
259,3.91,8.01,Normal,True
260,5.67,3.41,Burst,False
261,1.7,3.71,Normal,False
262,2.03,7.04,Normal,False
263,1.81,3.07,Burst,False
264,0.24,0.66,Silence,True
265,1.92,4.52,Down,False
266,5.48,9.9,Silence,True
267,2.21,1.39,Silence,True
268,3.43,1.43,Burst,True
269,1.87,3.64,Silence,True
270,1.28,1.58,Silence,True
271,4.39,6.33,Normal,False
272,3.25,7.21,Burst,False
273,2.44,9.64,Normal,True
274,3.95,5.09,Normal,False
275,5.59,3.22,Burst,False
276,3.42,8.29,Silence,False
277,0.89,5.79,Burst,False
278,2.82,8.09,Down,True
279,5.34,6.53,Down,True
280,0.26,2.63,Normal,True
281,0.31,8.87,Silence,False
282,5.07,7.25,Down,True
283,4.04,2.25,Normal,True
284,5.94,0.24,Silence,False
285,3.58,6.96,Down,False
286,5.8,2.41,Down,True
287,4.72,2.96,Silence,False
288,2.26,9.61,Normal,True
289,2.82,6.03,Down,False
290,5.62,2.93,Normal,True
291,1.63,2.98,Down,False
292,3.14,6.45,Down,True
293,5.44,1.22,Normal,False
294,5.02,7.57,Normal,True
295,0.1,2.41,Burst,False
296,0.23,2.82,Normal,False
297,4.19,7.77,Normal,False
298,0.08,9.31,Silence,True
299,2.76,8.63,Burst,False
300,1.5,4.4,Down,False
301,3.82,6.59,Normal,True
302,3.63,4.52,Down,False
303,4.6,4.18,Silence,False
304,2.23,2.52,Down,False
305,4.56,5.69,Silence,True
306,4.07,9.54,Burst,True
307,2.18,7.97,Normal,False
308,5.02,1.68,Burst,True
309,1.18,3.09,Burst,True
310,2.61,1.53,Silence,True
311,3.34,7.8,Silence,False
312,2.34,0.21,Silence,False
313,3.33,9.7,Silence,False
314,1.04,7.49,Normal,False
315,0.8,7.24,Down,True
316,1.35,0.26,Burst,True
317,3.98,9.36,Normal,True
318,3.95,1.8,Down,False
319,0.43,7.75,Burst,False
320,2.95,0.48,Normal,False
321,1.9,0.02,Normal,True
322,4.65,1.93,Down,True
323,4.68,9.21,Normal,True
324,3.67,3.12,Silence,False
325,1.13,9.93,Down,False
326,2.55,6.09,Silence,False
327,4.43,7.39,Burst,True
328,1.32,9.5,Down,True
329,0.21,0.3,Down,True
330,1.4,0.84,Burst,True
331,5.08,7.26,Silence,True
332,3.06,8.77,Silence,False
333,3.07,1.22,Burst,True
334,3.16,8.42,Burst,True
335,2.84,3.88,Silence,False
336,0.03,9.48,Silence,False
337,0.47,8.64,Normal,False
338,3.95,9.54,Burst,False
339,1.73,5.38,Down,False
340,4.71,8.79,Down,False
341,1.99,8.26,Burst,True
342,1.04,9.18,Down,True
343,2.74,2.18,Silence,False
344,5.52,9.78,Burst,True
345,2.92,8.61,Normal,True
346,4.58,0.8,Normal,True
347,4.76,7.81,Silence,False
348,3.3,8.11,Burst,False
349,0.1,6.21,Normal,False
350,4.1,1.69,Down,True
351,5.43,9.84,Down,False
352,5.65,3.14,Silence,False
353,3.56,9.35,Down,False
354,2.84,3.73,Burst,False
355,0.64,5.53,Down,True
356,1.64,3.26,Down,False
357,1.21,0.54,Down,True
358,4.54,8.49,Normal,False
359,5.28,8.68,Normal,False
360,4.85,7.59,Down,True
361,0.58,0.18,Silence,False
362,2.22,5.15,Silence,True
363,0.74,3.99,Silence,True
364,5.91,9.09,Silence,False
365,4.9,4.67,Normal,True
366,1.6,1.64,Burst,True
367,1.52,1.77,Normal,False
368,1.57,2.69,Burst,False
369,1.64,5.9,Normal,False
370,4.77,5.12,Silence,True
371,0.12,2.79,Burst,False
372,4.24,9.94,Down,False
373,0.4,6.94,Burst,False
374,0.72,3.51,Normal,False
375,5.28,9.9,Normal,True
376,1.17,8.67,Down,False
377,0.35,2.64,Normal,False
378,2.13,1.46,Normal,True
379,5.38,0.1,Down,False
380,0.99,8.1,Normal,False
381,1.1,5.9,Normal,True
382,4.81,8.13,Normal,False
383,4.88,3.93,Down,True
384,4.09,8.51,Silence,False
385,0.58,4.48,Silence,True
386,5.05,5.89,Burst,True
387,0.03,6.02,Burst,False
388,2.35,4.38,Silence,False
389,1.3,7.6,Burst,True
390,1.24,3.38,Burst,False
391,1.85,1.37,Normal,False
392,0.48,6.37,Normal,False
393,3.6,9.76,Silence,False
394,1.35,1.97,Burst,True
395,0.21,3.29,Burst,True
396,4.83,9.08,Normal,True
397,1.67,7.75,Normal,True
398,3.9,0.86,Normal,True
399,1.52,9.87,Normal,False
400,1.75,7.4,Down,False
401,1.82,8.27,Down,True
402,4.25,6.83,Normal,False
403,0.61,4.31,Silence,True
404,6.0,4.34,Down,False
405,0.62,1.83,Silence,False
406,2.0,6.71,Normal,False
407,3.39,2.55,Normal,True
408,3.53,1.03,Normal,True
409,0.62,0.29,Silence,False
410,0.13,1.47,Normal,False
411,5.07,8.3,Normal,True
412,3.59,9.96,Normal,True
413,2.63,2.88,Down,True
414,3.97,4.33,Down,False
415,1.85,6.21,Down,False
416,0.62,9.49,Normal,True
417,4.16,9.94,Burst,True
418,0.54,7.72,Burst,True
419,3.13,3.86,Normal,False
420,2.13,4.48,Down,True
421,2.49,7.22,Normal,False
422,1.7,6.75,Down,True
423,2.15,8.1,Burst,False
424,5.5,7.09,Burst,True
425,2.56,3.5,Normal,True
426,4.08,6.59,Silence,False
427,1.16,1.08,Down,True
428,1.37,2.29,Normal,True
429,3.21,9.96,Silence,False
430,5.87,7.73,Silence,False
431,1.41,6.68,Down,False
432,2.61,1.77,Burst,False
433,1.55,1.18,Down,True
434,4.99,9.16,Silence,True
435,5.84,5.58,Burst,False
436,5.27,1.53,Normal,True
437,5.78,5.79,Down,False
438,4.05,5.71,Silence,True
439,1.01,3.37,Down,True
440,1.43,4.04,Silence,True
441,2.37,2.69,Silence,False
442,0.09,4.93,Down,False
443,3.97,3.47,Silence,True
444,4.52,8.47,Normal,True
445,3.78,5.75,Burst,False
446,2.55,0.18,Down,False
447,4.0,1.94,Burst,False
448,0.25,3.13,Down,False
449,1.86,0.59,Down,True
450,3.8,0.87,Silence,True
451,1.48,3.44,Normal,True
452,1.41,1.4,Silence,True
453,0.81,4.04,Normal,True
454,3.27,9.96,Burst,True
455,5.4,6.33,Burst,False
456,5.92,6.84,Down,False
457,4.58,8.34,Normal,False
458,3.87,3.06,Silence,False
459,1.17,7.39,Silence,False
460,0.75,8.31,Silence,False
461,2.19,6.1,Silence,False
462,0.8,2.42,Normal,True
463,4.37,1.53,Normal,True
464,2.2,8.35,Down,False
465,4.43,0.32,Burst,False
466,4.03,9.6,Down,True
467,3.74,5.32,Normal,False
468,4.13,9.82,Down,False
469,2.9,8.08,Silence,False
470,1.42,1.64,Burst,False
471,5.25,6.94,Burst,True
472,5.66,7.0,Normal,False
473,1.78,6.19,Down,True
474,1.66,3.44,Normal,True
475,1.82,7.1,Burst,False
476,2.61,0.24,Down,True
477,5.5,6.96,Burst,False
478,4.73,9.22,Silence,True
479,0.62,0.92,Burst,True
480,5.16,5.39,Normal,True
481,1.83,5.29,Down,True
482,2.92,5.26,Burst,False
483,5.73,4.28,Burst,True
484,3.82,0.51,Silence,False
485,1.63,4.42,Normal,True
486,2.12,1.21,Silence,True
487,0.43,5.34,Burst,True
488,2.93,9.28,Burst,True
489,0.55,0.38,Burst,False
490,4.17,9.63,Normal,False
491,0.93,9.15,Burst,True
492,0.3,4.76,Normal,False
493,4.96,4.27,Silence,True
494,3.5,7.41,Silence,False
495,2.17,0.95,Burst,True
496,0.64,4.02,Silence,False
497,3.39,9.59,Down,False
498,0.63,4.91,Down,True
499,0.17,1.04,Burst,True
500,5.0,7.65,Normal,True
501,2.96,9.79,Burst,False
502,3.38,2.8,Normal,True
503,4.32,6.38,Burst,True
504,5.98,7.4,Burst,True
505,3.61,7.41,Normal,True
506,0.5,5.29,Normal,True
507,4.03,2.27,Down,False
508,0.58,9.06,Burst,True
509,4.81,9.88,Burst,False
510,5.9,7.41,Down,False
511,4.98,8.43,Normal,True
512,2.51,0.14,Silence,True
513,3.16,4.78,Burst,False
514,3.06,2.59,Down,True
515,1.2,1.32,Down,True
516,1.81,3.25,Down,False
517,5.48,5.15,Down,False
518,0.09,2.54,Normal,False
519,3.81,7.71,Normal,True
520,4.12,6.11,Silence,True
521,4.18,8.21,Silence,False
522,3.74,7.24,Normal,False
523,1.68,9.25,Normal,True
524,2.15,5.86,Burst,True
525,4.92,2.33,Down,False
526,1.04,7.24,Burst,True
527,0.54,6.18,Silence,False
528,3.17,9.24,Burst,True
529,5.44,0.36,Silence,True
530,0.98,5.57,Burst,True
531,0.74,9.28,Down,False
532,3.97,5.94,Burst,False
533,5.35,2.55,Down,True
534,3.02,1.83,Silence,True
535,1.22,0.03,Burst,True
536,4.3,9.17,Burst,True
537,0.41,3.27,Down,True
538,2.94,6.38,Down,False
539,2.42,7.6,Silence,True
540,0.78,2.91,Silence,True
541,1.29,3.17,Burst,False
542,0.5,6.1,Down,True
543,3.41,7.58,Normal,False
544,2.01,0.99,Normal,False
545,5.73,4.87,Normal,True
546,4.37,4.14,Down,False
547,4.38,9.24,Burst,False
548,2.03,5.21,Silence,False
549,5.92,5.54,Silence,True
550,4.68,7.82,Silence,True
551,1.0,8.18,Normal,False
552,3.72,6.14,Down,False
553,2.58,2.11,Burst,False
554,2.57,2.61,Normal,False
555,5.84,4.59,Normal,False
556,3.54,3.77,Normal,True
557,0.81,0.5,Burst,True
558,2.48,4.27,Normal,True
559,1.89,6.11,Down,False
560,4.81,5.2,Normal,False
561,5.62,5.55,Silence,False
562,1.54,5.45,Normal,False
563,1.08,4.81,Burst,False
564,1.02,8.81,Normal,True
565,4.42,5.68,Down,True
566,1.68,0.06,Burst,False
567,5.32,2.31,Normal,False
568,1.35,4.25,Silence,True
569,1.66,3.58,Down,False
570,3.21,6.39,Normal,False
571,0.98,5.14,Silence,True
572,0.97,5.54,Silence,False
573,1.57,1.87,Silence,True
574,5.1,2.73,Silence,False
575,4.21,3.7,Normal,False
576,3.36,1.83,Down,True
577,0.39,2.34,Burst,False
578,3.16,0.17,Silence,True
579,2.83,8.25,Silence,False
580,1.92,9.9,Burst,False
581,0.75,6.4,Down,True
582,4.3,1.39,Silence,True
583,4.12,4.93,Down,True
584,5.62,6.01,Normal,True
585,2.32,7.62,Silence,False
586,3.54,6.14,Burst,True
587,2.0,0.47,Burst,False
588,2.9,6.26,Down,False
589,4.74,7.1,Normal,True
590,0.91,0.47,Normal,True
591,5.46,5.14,Silence,False
592,5.08,0.88,Silence,True
593,4.76,8.11,Silence,True
594,1.2,0.27,Down,True
595,3.88,2.45,Down,False
596,1.2,1.12,Burst,True
597,2.11,1.18,Normal,False
598,2.13,2.56,Normal,False
599,5.0,8.01,Down,False
600,0.09,5.66,Burst,False
601,4.17,1.95,Normal,True
602,1.86,5.92,Burst,False
603,2.05,5.62,Down,True
604,1.68,8.17,Burst,False
605,5.59,3.67,Down,False
606,3.96,4.9,Down,True
607,1.29,4.26,Burst,True
608,2.9,7.49,Burst,False
609,1.13,1.92,Down,False
610,4.77,7.79,Silence,False
611,5.19,0.54,Silence,False
612,0.07,4.05,Silence,True
613,1.44,7.39,Normal,False
614,0.27,3.2,Normal,False
615,3.07,0.48,Silence,True
616,0.75,9.13,Down,True
617,3.9,0.04,Down,False
618,3.18,7.87,Burst,True
619,1.23,8.78,Down,True
620,0.15,1.44,Burst,False
621,4.1,6.36,Silence,False
622,5.75,0.13,Normal,False
623,2.84,6.75,Down,True
624,4.3,6.8,Burst,True
625,5.87,2.73,Normal,True
626,1.39,0.06,Burst,True
627,0.77,2.59,Burst,True
628,0.07,8.3,Silence,True
629,2.2,9.4,Normal,False
630,2.49,0.48,Silence,True
631,1.47,8.51,Silence,False
632,5.05,6.77,Burst,True
633,2.7,3.63,Silence,True
634,4.35,7.0,Silence,False
635,5.4,5.97,Silence,False
636,5.66,1.01,Silence,True
637,3.62,2.58,Down,True
638,0.99,8.16,Normal,True
639,0.2,0.2,Normal,False
640,1.77,9.48,Burst,True
641,1.11,6.65,Normal,True
642,4.66,4.87,Silence,True
643,3.56,0.89,Silence,True
644,5.5,8.5,Normal,False
645,2.85,2.64,Silence,False
646,4.0,6.54,Burst,True
647,4.83,4.31,Normal,False
648,0.29,9.17,Burst,False
649,0.09,8.81,Burst,False
650,5.61,5.04,Silence,True
651,2.84,5.52,Down,False
652,0.85,7.18,Down,False
653,3.48,8.1,Normal,True
654,5.86,5.09,Burst,False
655,1.87,4.47,Down,True
656,1.77,5.37,Burst,False
657,4.18,1.47,Down,False
658,1.08,7.67,Silence,True
659,3.28,9.57,Normal,True
660,1.81,4.16,Burst,True
661,1.04,1.2,Normal,False
662,5.15,7.27,Silence,False
663,3.98,8.8,Burst,True
664,3.61,0.9,Burst,True
665,5.95,8.58,Down,True
666,4.59,5.28,Burst,False
667,4.22,2.14,Down,False
668,5.54,4.68,Silence,True
669,1.21,8.99,Burst,True
670,4.66,3.98,Down,False
671,1.6,8.34,Burst,False
672,3.93,2.83,Normal,False
673,4.75,3.7,Normal,True
674,4.52,1.54,Down,True
675,1.68,8.46,Down,True
676,5.49,1.85,Burst,False
677,1.08,7.86,Normal,True
678,0.51,1.74,Burst,False
679,1.35,4.98,Down,True
680,3.99,4.82,Burst,False
681,3.8,4.01,Down,True
682,1.1,6.09,Silence,True
683,4.05,9.39,Silence,True
684,3.95,1.9,Silence,True
685,5.28,6.47,Down,True
686,4.12,4.64,Burst,True
687,5.59,8.45,Normal,False
688,3.03,6.15,Silence,True
689,5.05,7.1,Normal,True
690,3.24,5.81,Burst,False
691,4.81,5.68,Burst,False
692,2.38,0.56,Normal,True
693,1.45,6.54,Burst,False
694,5.34,7.07,Silence,True
695,2.43,8.49,Burst,True
696,5.84,0.9,Normal,False
697,1.74,6.15,Burst,False
698,5.75,0.81,Down,False
699,3.87,9.23,Silence,True
700,2.56,2.21,Normal,True
701,2.34,8.88,Down,False
702,2.53,8.79,Normal,False
703,4.99,9.14,Down,False
704,0.87,7.48,Down,True
705,5.17,0.14,Normal,False
706,4.3,4.71,Down,True
707,5.06,6.12,Silence,False
708,1.77,3.7,Down,True
709,0.2,5.74,Silence,True
710,1.12,9.17,Down,False
711,2.93,9.63,Normal,True
712,3.13,5.87,Burst,False
713,3.75,5.28,Normal,False
714,5.05,5.51,Burst,True
715,5.67,0.06,Down,True
716,1.17,9.67,Down,True
717,5.83,0.1,Down,True
718,0.24,2.78,Burst,False
719,0.57,2.12,Burst,False
720,4.73,4.82,Silence,False
721,4.65,4.13,Down,True
722,0.35,8.5,Burst,False
723,1.69,1.3,Silence,True
724,3.76,6.45,Silence,True
725,4.04,0.01,Normal,True
726,0.66,1.74,Normal,False
727,0.91,5.67,Burst,False
728,1.56,3.93,Silence,False
729,1.02,4.4,Burst,True
730,2.45,0.37,Down,False
731,0.44,1.7,Normal,True
732,1.68,2.6,Down,True
733,1.52,2.29,Down,False
734,2.63,8.23,Burst,False
735,0.53,1.48,Silence,False
736,4.26,5.5,Normal,True
737,3.84,9.37,Burst,True
738,1.49,6.59,Silence,True
739,2.42,1.66,Burst,True
740,2.68,8.72,Burst,False
741,2.82,8.69,Burst,True
742,5.77,1.29,Burst,True
743,3.04,9.56,Normal,False
744,4.88,1.35,Burst,False
745,1.92,1.2,Normal,False
746,5.41,3.66,Down,False
747,3.0,1.69,Normal,True
748,2.65,8.9,Down,False
749,1.26,4.56,Burst,False
750,0.38,3.58,Normal,False
751,0.87,8.33,Burst,False
752,3.0,9.07,Normal,False
753,0.73,0.57,Burst,True
754,5.42,4.79,Silence,False
755,2.45,6.77,Normal,False
756,1.88,6.76,Burst,True
757,2.92,3.21,Down,True
758,1.08,6.3,Burst,False
759,1.58,1.4,Down,True
760,2.18,1.37,Silence,False
761,4.68,9.03,Down,True
762,2.49,2.79,Silence,True
763,1.37,9.63,Silence,False
764,3.55,3.91,Normal,True
765,3.55,2.49,Silence,True
766,0.33,6.09,Silence,False
767,0.44,8.85,Normal,False
768,1.33,6.8,Down,True
769,1.81,5.18,Down,False
770,2.53,6.65,Silence,False
771,4.43,2.23,Down,False
772,2.68,1.08,Burst,True
773,2.48,8.84,Normal,True
774,3.99,3.11,Down,False
775,2.22,3.25,Down,False
776,3.33,4.05,Silence,True
777,1.99,8.69,Normal,False
778,3.98,3.86,Normal,False
779,4.76,0.72,Normal,False
780,4.03,3.93,Normal,False
781,0.22,8.7,Normal,True
782,0.51,3.15,Burst,True
783,5.05,7.48,Silence,True
784,5.6,9.8,Burst,True
785,0.59,2.63,Down,False
786,1.5,6.69,Burst,True
787,2.08,9.62,Down,True
788,3.61,4.65,Normal,True
789,1.09,6.34,Down,True
790,3.42,4.34,Normal,True
791,1.91,3.54,Silence,False
792,5.06,1.06,Down,True
793,3.59,7.69,Burst,False
794,4.0,9.43,Normal,True
795,3.33,5.14,Burst,True
796,2.22,0.63,Silence,True
797,3.05,8.05,Burst,False
798,0.23,5.29,Silence,False
799,5.76,6.77,Silence,False
800,0.71,6.03,Silence,False
801,5.16,4.67,Normal,True
802,5.15,2.31,Normal,False
803,5.71,5.53,Normal,True
804,3.21,0.53,Down,True
805,4.47,5.18,Silence,True
806,5.24,9.54,Silence,True
807,0.04,8.84,Silence,False
808,1.39,6.67,Silence,False
809,1.25,1.0,Normal,True
810,0.97,5.04,Burst,True
811,5.35,7.47,Down,False
812,4.49,7.0,Burst,True
813,4.12,0.51,Burst,False
814,1.6,8.67,Burst,False
815,2.41,4.87,Down,False
816,2.89,0.75,Burst,True
817,5.62,7.47,Burst,False
818,0.94,1.51,Silence,False
819,3.12,9.03,Normal,True
820,1.03,6.63,Silence,True
821,2.37,8.26,Normal,False
822,4.55,0.72,Silence,True
823,4.19,1.07,Burst,True
824,0.13,5.75,Silence,False
825,1.31,1.02,Silence,True
826,2.6,2.97,Down,False
827,5.7,7.0,Down,True
828,0.64,0.45,Down,True
829,2.22,0.15,Normal,False
830,1.35,4.43,Down,False
831,3.95,4.99,Burst,False
832,5.34,8.45,Burst,False
833,4.58,1.84,Burst,True
834,3.3,7.64,Burst,True
835,1.43,7.39,Normal,True
836,5.64,2.69,Burst,True
837,4.24,8.87,Silence,False
838,3.22,5.95,Silence,False
839,5.55,0.83,Silence,False
840,3.55,9.7,Silence,True
841,2.08,5.17,Normal,True
842,2.7,6.34,Down,True
843,3.33,4.94,Silence,False
844,4.16,9.95,Down,True
845,4.66,1.8,Down,True
846,3.32,5.04,Normal,True
847,0.27,4.41,Burst,False
848,5.56,6.69,Burst,False
849,5.26,8.03,Silence,True
850,2.28,4.51,Down,False
851,2.63,7.19,Burst,False
852,2.36,8.66,Down,False
853,1.94,4.99,Normal,False
854,4.38,5.05,Normal,False
855,4.05,4.25,Silence,True
856,5.58,3.37,Silence,True
857,5.26,7.4,Burst,False
858,0.41,7.51,Normal,True
859,3.25,8.37,Normal,False
860,3.91,2.14,Silence,False
861,1.51,4.9,Normal,False
862,3.29,2.39,Silence,False
863,4.2,9.61,Burst,False
864,2.23,7.72,Normal,False
865,3.75,1.79,Silence,False
866,1.34,6.76,Down,True
867,5.1,4.02,Normal,False
868,4.12,4.9,Silence,True
869,3.32,5.57,Normal,True
870,1.21,7.46,Burst,True
871,5.82,6.52,Normal,False
872,1.38,8.52,Normal,True
873,5.87,1.67,Down,False
874,3.51,2.54,Burst,False
875,3.1,1.82,Burst,True
876,2.1,3.07,Down,True
877,3.94,3.25,Normal,False
878,4.98,3.15,Burst,True
879,4.9,6.03,Silence,True
880,3.5,9.93,Normal,False
881,3.02,0.16,Silence,False
882,2.15,5.29,Down,True
883,0.7,5.94,Burst,True
